review_text,n_votes,rating,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"This debut by Andrea Dunlop is a fascinating tale of friendship, first love and nostalgia. The three main protagonists - Brooke, Sophie and Alex - are all compelling and complex characters. We first meet the narrator Brooke when she runs into someone from her past. Alex is now a well-known photographer and he played a pivotal role in Brooke's life when she was in college studying abroad in France. 
 Not quite fluent in French, Brooke finds herself struggling with the language when she first arrives. I loved how the author explored the tole that language plays in our grasp and understanding of the world around us. 
 ""Je t'aime, darling, 'I like you, I love you.' What's the difference? Imagine not needing different words for love and like, half the girls I knew practically lived and died by the nuance."" 
 The beautiful and gifted Sophie, another American student, befriends Brooke and they become very close. Brooke cannot understand what Sophie sees in her but Sophie is not quite the perfect, gifted student athlete that everyone assumes her to be. Both girls see their time in France as a way to break free of the confines of their lives back home in America. 
 They become fast friends with Veronique and soon, her sexy cousin Alex, a photographer. Their family, while very glamorous, is also very dysfunctional. The dynamics are fascinating and Brooke is swept off her feet by the bohemian and free-thinking Alex. He surrounds himself with gorgeous models and artists but insists that he can see beyond the superficial. Brooke feels beautiful when she is with him and with Sophie. 
 ""...people see what they want to see. You will see what you want to see."" 
 Alex quite literally sweeps Brooke off her feet. His family owns homes all over France and the girls embark on a series of adventures with him and his family in Paris, Cap Ferrat and Nantes. If you have ever visited France, or just want to visit, this book will serve as a stunning travelogue to the magnificent country! I could almost hear the noises of Paris and feel the warmth of the Mediterranean sun. Brooke is entranced with Alex and quickly falls under his spell. 
 ""It occurred to me that men like Alex knew how to make entrances, knew how to make you wait just long enough that you found yourself in touch with the exact despair you'd feel if they were to abandon you, then they'd show up to save the day a moment later and fill you with the joy of their presence, the relief of having been rescued from their absence."" 
 This story rockets to a stunning conclusion that was both inevitable and surprising all at once. It is a very powerful tale of friendship, love and second chances. The use of French throughout the book was perfect. I'm obsessed with this book! Perfectly written. And the cover is gorgeous. Did it make me painfully nostalgic for my twenties? Yes. I feel lost without these characters! A slow-build story that I won't soon forget. 
 ""But"" - Sophie bit the edge of her lip as if she could hardly contain her smile - ""it's going to be different for us. We're going to chose. We'll make our own destiny."" 
 (With thanks to the author for a review copy.)",11,5,1,551,56.7,88.43,21.61,83.08,14.13,17.79,86.39,69.69,54.99,15.43,11.25,2.0,1.27,2.0,4.17,1.81,4.17,15.61,7.44,1.27,13.61,6.35,5.44,7.26,0.91,15.06,6.53,3.45,3.27,2.0,0.18,1.09,13.43,1.09,12.34,3.99,1.63,1.45,2.72,0.73,2.9,0.54,7.62,5.44,1.27,2.54,1.27,0.36,0.0,0.0,0.18,0.0,15.79,3.81,0.91,0.18,0.0,0.0,1.09,12.16,0.18,0.91,3.09,1.81,0.54,0.0,0.54,0.0,2.54,0.54,0.54,1.45,0.0,0.0,1.63,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.18,0.36,0.54,0.0,0.91,0.36,0.0,0.0,0.18,0.73,7.8,11.62,1.09,1.27,5.99,1.45,0.36,1.45,3.27,3.81,5.26,2.0,0.18,0.0,0.18,0.0,0.0,17.06,6.72,3.81,0.36,0.54,2.18,3.45,0
"""Real love heals and forgives."" 
 Nicole Archer is a quirky, funny and very creative writer and this book is a wonderful addition to the 'Ad Agency' series! I was first introduced to this author with 'Road-Tripped', an eccentric, zany but very sexy and warm-hearted romantic comedy. In 'Head-Tripped' we meet another very original cast of characters who have a sweet, sweet slow build romance. 
 Effie is a brilliant violinist who was a child prodigy. She spent her childhood suffering under the weight of an overbearing mother and longing for a ""normal"" life. She moves to New York City for a fresh start and to try to escape the demons of her past. She is asked to stand in for her twin sister Callie (from 'Road Tripped') at an awards show and there she meets an insanely hot guy who captures her attention. 
 Elias just happens to be a world-famous rock star but Effie has led such a sheltered life that she has no idea who he is! Elias LOVES that about her. Especially when she thinks he could be a homeless guy with no job! Elias is suffering from writer's block and thinks Effie might just be the shot in the arm that his band Urban needs. 
 Effie has a lot of demons in her past and she is not completely honest with Elias at first. He has one hard and fast rule about his relationships and Effie is afraid she will lose him forever if he learns the truth about her. 
 ""This wasn't going to last. Bliss never lasted - it disappeared in an instant."" 
 Elias brings Effie on the band's world tour and they are a huge hit. Effie is a brilliant musician and she and Elias truly make beautiful music together. I loved these two characters - real, flawed, imperfect and very quirky. Both of them are searching for real, honest love. Would they both be able to overcome their past demons and the people who would stop at nothing to break then apart? 
 I LOVE how the author puts quotes at the beginning of each chapter, along with a fantastic playlist of songs that fit each chapter perfectly! Reading this book was a pure delight. It almost read like a travelogue at times as the band Urban travels all over the world to exotic locales on their concert tour. Effie truly is someone you would want as a best friend. This book is funny, sexxxxy, warm-hearted and very, very clever. Another win for Nicole Archer! 
 ""If you love someone, you must love all of them. Even the dark parts - the craters of the moon."" 
 (ARC provided by the author in return for an honest review.",11,4,1,447,65.83,83.18,2.14,97.4,14.9,14.54,86.35,69.8,54.14,12.75,9.17,0.67,0.22,0.67,5.15,1.34,3.58,17.0,8.72,0.89,12.3,7.38,5.15,5.59,1.34,13.42,9.17,4.47,4.7,2.24,1.79,0.67,10.74,1.34,9.4,1.12,0.67,2.24,1.79,1.57,2.24,0.0,9.62,8.05,1.57,3.58,2.91,0.67,0.22,0.0,0.0,0.0,16.55,4.47,0.67,0.0,0.22,1.12,0.22,11.41,0.45,0.45,4.03,2.01,0.0,0.0,0.0,0.0,4.03,1.12,0.0,2.01,0.22,0.67,1.12,0.22,0.0,0.0,0.0,0.0,0.22,0.45,0.0,0.45,0.67,0.0,0.22,0.0,0.0,0.45,0.45,0.89,5.59,8.5,0.67,1.79,4.47,0.45,0.45,0.45,4.03,3.13,6.49,0.89,0.0,0.0,0.0,0.0,0.0,16.11,5.37,2.68,0.22,1.12,2.46,4.25,0
"3.5 STARS 
 Another sexy, modern contemporary romance from Katy Evans! Very enjoyable with a very relatable heroine. And Callan!! WOW!! 
 A very fast-paced and super-sexy story, 'Womanizer' takes place in Chicago and follows Olivia, a young intern at a hugely successful company owned by Callan Carmichael. Part of the Manwhore series, this book can absolutely stand on its own but favorite characters from the earlier books do make appearances here. Olivia is starting a new internship at Carma, Inc. and is determined to make a name for herself at the company. Even though her brother Tahoe helped her get the job, she is very driven and wants to make a great impression. 
 Callan and Olivia fall for each other very quickly, and even though they both know their relationship can't really go anywhere because of the nature of their working relationship, they feel an undeniable connection. Their dialogue and flirting is sexy and fun and Olivia doesn't expect them to last beyond the length of her summer internship. 
 Lots of readers will love 'Womanizer' for the main characters' chemistry, the settings and the feisty heroine. I enjoyed it as light and steamy story. If you are looking for a quick and upbeat romance with a super-hot hero, I would recommend this book. I loved the Chicago setting and smart heroine. The Epilogue was absolutely fantastic! 
 (ARC provided in return for an honest review.)",9,4,1,233,71.64,67.7,19.11,99.0,13.71,24.03,85.41,63.95,49.36,8.58,6.44,1.29,0.0,0.43,2.15,2.58,2.15,15.45,9.44,0.43,11.16,4.72,6.87,8.58,0.86,10.73,7.73,3.0,5.58,3.0,0.86,1.72,10.3,0.0,10.3,1.72,1.72,1.29,1.72,2.15,3.43,0.0,10.3,9.87,0.0,3.43,3.0,0.0,0.0,0.0,0.0,0.0,15.88,6.44,0.43,0.0,0.0,2.15,1.29,9.87,0.43,0.0,3.43,0.43,0.0,0.0,0.0,0.0,5.58,0.43,0.0,5.15,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.43,0.86,0.0,0.0,0.0,0.43,0.0,0.86,6.01,7.3,0.86,1.29,5.15,1.72,0.0,0.43,3.86,3.0,4.72,1.29,1.29,0.0,0.86,0.0,0.43,18.03,6.01,4.29,0.0,2.58,3.0,2.15,0
"3.5 Stars!! 
 Con Man is a perfectly romantic, slightly raunchy, very sweet comedy from one of my favorite authors. First, let's discuss what I loved. The cover is fantastic. The premise of the story is very clever, reminiscent of the movie 'Hitch' with Will Smith. Luke is an image consultant and works with his clients to make them more confident. T. Torrest writes a fantastic male POV and the book is very funny. 
 I loved Mia and could see that Luke should get her out of the ""friend zone"" almost from the very beginning - passionate, smart, funny, she is just a gorgeous woman. And she's curvy! Loved that. Their banter is very witty. 
 This is a fast read but I can't say that the characters will stay with me. I did love the tie-in to the 'Remember When' series (but you do NOT need to read that series first, this book is a complete standalone). There is a major twist to this book that I did not see coming but seemed a little confusing. 
 Overall, pick this one up if you're in the mood for a clever and sexy book written from a male POV. It's nothing too heavy and is an enjoyable read. 
 (ARC provided by the author in return for an honest review.)",4,3,1,215,55.04,40.06,15.63,99.0,11.94,13.02,91.63,75.81,55.81,12.56,7.44,3.26,0.47,0.93,1.86,0.93,5.12,19.53,11.16,2.33,9.77,11.16,5.12,5.12,1.86,18.6,11.63,4.19,2.79,1.4,1.4,0.0,10.23,0.47,9.77,1.4,0.47,1.86,1.86,0.47,3.26,0.93,11.16,10.23,0.47,5.58,4.65,0.47,0.0,0.0,0.0,0.0,12.56,5.58,0.47,0.0,0.0,0.47,2.79,6.98,0.0,0.0,1.86,1.86,0.0,0.0,0.0,0.0,4.65,0.93,0.0,3.72,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.93,0.47,0.0,0.47,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,5.58,8.37,0.0,2.33,4.65,1.4,0.0,0.47,1.4,4.19,8.37,0.93,0.93,0.93,0.0,0.0,0.0,21.4,7.91,4.19,0.0,1.4,4.19,3.72,0
"""Sometimes you come across a rainbow story--one that spans your heart. You might not be able to grasp it or hold on to it, but you can never be sorry for the color and magic it brought."" 
 What a beautiful journey! 'Mists of the Serengeti' is a lush story set against the harsh reality of the wilds of Africa. Ro and Jack are brought together by a terrible tragedy. Jack has been left bitter and empty; Ro is grief-stricken but still has the ability to laugh and relate to other human beings. I will admit I was a little reluctant to dive into this story, knowing it begins with a horrible event but I was immediately and completely captivated by these characters. 
 ""I caught a glimpse of his soul. So many pieces of him had been fed to the lions. And as dark and bitter as it had turned him, he was a gladiator for standing where I would have surely fallen."" 
 The African backdrop is almost like another character in this book - harsh, stunning and dangerous. The descriptions of the land, its inhabitants and its wildlife are magical. I was literally lost in the pages of this story! Leylah Attar remains one of my favorite writers and I have devoured everything she has written. 'Mists of the Serengeti' is a gorgeous and uplifting story filled with romance, love, life and tears. Don't miss it!! 
 ""My greatest loss had led to my greatest love. Hearts were broken, and hearts were healed. Lives were lost, and lives were saved.""",13,5,1,259,45.22,29.37,33.87,15.88,13.63,18.15,88.42,72.2,57.14,13.51,7.34,3.86,0.0,1.54,1.93,0.0,6.18,14.29,7.72,0.77,11.97,11.97,3.09,8.11,1.16,18.53,9.65,2.7,1.93,0.77,0.77,0.39,8.11,0.77,7.34,1.16,0.39,0.77,1.54,0.77,3.09,0.0,10.81,5.02,5.41,3.09,1.54,1.16,0.0,0.0,0.77,0.0,10.81,5.41,0.39,0.0,0.0,0.0,3.09,4.63,0.0,0.0,0.39,1.54,0.39,0.0,0.39,0.0,1.16,0.0,0.0,0.77,0.0,0.39,3.47,0.39,0.0,0.39,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.39,0.39,0.39,0.0,0.0,1.54,0.39,3.86,10.04,0.77,2.7,6.18,0.77,0.0,0.39,1.54,9.27,5.41,0.77,0.0,0.0,0.0,0.0,0.0,17.37,6.18,3.47,0.0,1.54,1.93,4.25,0
"5 STARS!! 
 An intelligent, twisty psychological thriller that kept me up all night! I'll try not to reveal too much about the plot because it is a shocker! Zoe is a stunning Manhattan socialite, living in a world of charity dinners, beautiful apartments and gorgeous vacation homes. She has everything she could want at her fingertips: a designer wardrobe, a private cook and romantic getaways with her perfect husband, Henry. 
 ""I stop protesting his indulgence, when he buys me clothing and shoes and jewelry. I stop looking for the catch. There doesn't seem to be one. So what do you do?"" 
 But right from the beginning, there are cracks in Zoe's perfect life, and we don't know whether it is from her damaged past or from someone or something in her current life. She is growing bored as Henry's wife, and longs for her younger self, when she had a job, friends and freedom to do whatever she wanted. She begins to chafe in her perfect little bubble. 
 ""I can prepare dinner and I have on occasion, but he always insists we ask Penny, which irritates me. I have all day in this echoing apartment, my own voice bouncing off the sterile, bare walls and marble floors. Sometimes I wonder if uselessness can kill a person."" 
 Zoe is witty, sarcastic and smart, and all of the characters were engaging and interesting. I loved her connection with Henry, and even though she was in love with him, she never quite felt that she really ""knew"" him at all. 
 ""Henry is a product of a traditional household and paternalism runs deep in his veins, which I find both charming and a little infuriating, depending on the day."" 
 But is Zoe just imagining things where they do not exist? Henry is the perfect husband and all he wants to do is please her. The author did a great job at creating characters I really cared about. With all his odd mannerisms, Henry seems to be in love with his wife and do everything for her. After a charity event, Zoe begins to question her past and seeks out certain people that she had thought were long gone from her life. I don't want to give anything away because this book is full of surprises and fantastic twists and turns. I absolutely loved Zoe's slow awakening from a bored housewife to a woman with a purpose. The author kept me guessing for the whole book! 
 'The Vanishing Year' has been called a ""domestic thriller"". This is a perfect description. It is an edgy, sexy, exciting story that kept me guessing until the very end. The little clues sprinkled here and there, the red herrings, the gorgeous Henry all added up to the perfect thriller for me! Don't miss this one. I can't wait to read more books by the amazing Kate Moretti. 
 Favorite quote: 
 ""It wasn't that long ago that I found this sort of convenient arrangement of our lives to be charming, like a party card trick. A sleight of hand here, a simple misdirection there, and Voila, here's your dinner. Now, it crawls under my skin and festers there, like a chigger, and the whole thing makes me itch."" 
 (ARC provided by the publisher in return for an honest review.)",5,5,1,548,45.99,46.54,31.8,85.21,15.22,19.53,90.51,72.99,56.2,15.69,10.77,4.2,0.55,0.36,5.47,0.18,4.93,15.51,7.85,0.55,11.86,8.03,4.93,7.3,1.64,15.33,9.31,4.38,2.55,1.82,0.36,0.36,13.5,2.01,11.5,2.92,0.91,2.01,3.1,1.64,2.74,0.0,8.58,6.2,1.82,3.65,2.19,0.91,0.0,0.36,0.0,0.0,14.05,4.38,0.73,0.18,0.36,0.36,1.28,8.76,1.28,0.18,4.56,2.19,0.0,0.0,0.0,0.0,3.47,0.36,0.91,1.46,0.73,0.0,2.37,0.18,0.0,0.0,0.0,0.0,0.18,0.73,0.18,0.0,1.09,0.36,0.0,0.18,0.36,0.0,0.0,1.09,6.39,10.4,0.91,1.64,6.93,0.73,0.18,0.36,4.56,4.56,6.2,0.55,0.18,0.0,0.18,0.0,0.0,18.25,5.29,6.2,0.36,1.09,2.37,2.92,0
"4.5 Stars! 
 ""I'm good at being what people want me to be. Watch me . . . You'll see."" 
 In this smart and very engaging mystery, we're treated to three different perspectives on a crime that occurs very early on in the book. Hattie is a good girl, having grown up in a small town where everyone knows everyone else. She aches to break free and move to New York City after high school. Hattie is the perfect daughter, student, girlfriend and friend. 
 But Hattie has a secret life, one that threatens the delicate balance of her small Minnesota farming town. She is merely pretending, acting a role, when the ""real"" Hattie is far from perfect. Her actions will affect and change many people's lives forever. Peter is her high school English teacher who feels trapped in a loveless marriage. And Del is the lead investigator on Hattie's brutal murder. His voice lends a dry wit and careful reason to the series of events unfolding around him. Can he be neutral when the families he has known his whole life are brutally affected by this unspeakable crime? 
 ""Mom warned me that I had a lot to learn about the world. I wished she would've mentioned how much the learning was going to hurt."" 
 I was enthralled by this deeply moving thriller! The small-town atmosphere is perfectly captured by the author. Every characters is flawed, some more so than others. I never saw the ending coming. This book was fast-paced, smart and engaging. Don't be put off by the endless comparisons to other best-sellers in this genre. 'Everything You Want Me to Be' stands on its own as a poignant and suspenseful story. Highly recommended for all fans of psychological thrillers and murder mysteries! 
 ""You can't live your life acting for other people. Other people will just use you up. You have to know yourself and figure out what you want. I can't do that for you. Nobody can."" 
 (With thanks to Atria Books for the ARC.)",12,4,1,333,51.04,78.49,15.87,52.73,10.74,17.42,86.79,68.77,54.05,14.71,9.61,3.0,0.3,2.7,3.3,0.0,5.11,15.32,6.91,0.9,12.61,10.21,4.2,5.11,1.5,18.62,8.41,3.9,3.3,1.8,0.6,1.2,15.32,2.4,12.91,3.6,2.1,2.7,0.6,1.5,3.3,0.0,6.91,4.5,2.4,1.8,1.2,0.6,0.0,0.0,0.0,0.0,17.42,4.8,0.3,0.3,1.5,0.0,1.2,11.71,1.2,0.3,3.0,1.5,0.0,0.0,0.0,0.0,3.3,0.0,0.0,3.0,0.3,0.0,1.8,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,0.0,0.3,0.0,0.0,0.0,0.9,0.9,5.11,8.11,0.9,1.2,4.5,0.9,0.0,1.2,3.0,3.0,6.91,2.1,0.0,0.0,0.0,0.0,0.0,20.12,9.01,2.7,0.3,0.9,3.3,3.9,0
"The Starcrossed Anthology is sugar and spice and everything nice! Sexy, romantic and funny, Leisa Raven does the holidays right with this delightful anthology filled with some of my all-time favorite characters. I am a HUGE fan of the Starcrossed series so I was thrilled to get my hands on this juicy bundle of stories about the gang from The Grove! BAD ROMEO, BROKEN JULIET and WICKED HEART are among my top favorite stories and this anthology reminded me why I love this author's writing so much. There's a little drama, TONS of steam and hilarious laugh-out-loud moments! 
 'Have Yourself a Sexy Little Christmas' is Ethan and Cassie's story. They are newly engaged and more in love than ever. The dialogue is snappy and the story is perfect. Reading this, I remembered how much I adore Ethan Holt! 
 ""His intensity takes my breath away."" 
 The appearance of Ethan's old girlfriend stirs up unwelcome feelings of insecurity and jealousy in Cassie. Of all the stories, I was unsure of where the author was going with my favorite Star-crossed couple but their holiday story was perfect! 
 ""And judging from Ethan's dark determination, he aims to put everything with Vanessa firmly in the rearview mirror and reclaim me in the most primal way possible. Prove to me that as far as he's concerned, no other woman exists."" 
 SWOON! Part Two: The Naughty List is Liam and Elissa's story. He planned the perfect secret getaway but things go terribly wrong when the paparazzi make an appearance. It isn't easy being in love with a famous movie star but Lissa's man will do anything to prove that she's his one and only. Part Three: Happy Horny New Year is hilarious! Josh and Angel are perfect together and his POV provided some comic relief to this sweet and sexy anthology. If you are looking for a steamy and very romantic holiday romance, then the Star-crossed Anthology is perfect for you! Happy reading! 
 ""First love. Last Love. And every love in between. That's what we are to each other. Now and forever."" 
 (ARC provided by the author in return for an honest review.)",9,4,1,356,55.88,32.18,38.93,99.0,12.71,21.07,85.67,67.7,51.97,11.8,7.58,3.93,0.28,0.84,1.97,0.56,4.21,16.29,6.74,1.12,11.52,7.58,4.21,8.71,0.56,11.8,12.64,5.62,3.65,1.97,1.12,0.84,10.39,1.97,8.43,1.97,0.84,0.0,1.12,1.97,2.81,0.56,14.04,11.8,1.97,5.9,4.49,1.12,0.28,0.28,0.0,0.0,11.52,6.74,0.0,0.0,0.28,1.12,2.81,4.78,0.0,0.28,0.84,1.97,0.0,0.0,0.0,0.0,2.81,1.4,0.0,0.84,0.0,0.56,2.53,0.0,0.0,0.0,0.0,0.0,1.12,0.84,0.0,0.0,0.56,0.84,0.0,0.28,0.0,0.0,0.0,0.56,5.9,8.15,0.56,1.4,5.34,1.4,0.0,0.28,3.09,2.25,6.18,1.12,0.28,0.28,0.0,0.0,0.0,18.26,5.34,2.53,0.0,2.53,3.65,4.21,0
"This yummy ""adult"" coloring book does not really fit into in of the traditional categories here on Goodreads but it is a must-have for any romance reader! It is a huge, gorgeous and very imaginative coloring book filled with ""doodles"" from many of my favorite contemporary romance and young adult books. I was afraid to begin coloring them in at first, but then I grabbed a bag of colored pencils and dove right in! It was actually incredibly relaxing. 
 There are 45 hand-drawn illustrations inspired by books from Anna Todd, Jodi-Ellen Malpas, Colleen Hoover, RK Lilley, Tarryn Fisher, Abbi Glines, K. Bromberg, Amy Harmon, Leisa Raven, Madeline Sheehan and MORE!! 
 This coloring book would make a PERFECT holiday gift for any book lover on your gift list. As a massive fan of Doodles by Christina, I am thrilled to be able to have this beautiful coloring book on my bookshelf. 
 (Copy provided by the publisher with thanks.)",4,5,1,157,83.29,29.47,11.37,99.0,17.44,25.48,77.71,56.69,47.13,8.28,4.46,3.18,0.0,0.64,0.0,0.64,3.82,11.46,4.46,1.27,15.92,6.37,3.82,5.1,0.64,8.92,8.28,3.18,2.55,1.91,0.64,0.0,8.92,0.0,8.92,1.27,0.64,1.27,2.55,3.82,1.91,0.0,9.55,8.92,0.64,3.18,2.55,0.64,0.64,0.0,0.0,0.0,5.73,3.18,1.91,0.64,0.0,0.0,0.64,3.18,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,6.37,1.27,0.0,5.1,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.64,0.0,0.0,0.0,0.64,3.82,9.55,0.0,0.0,4.46,3.82,0.64,0.64,1.91,2.55,3.18,0.0,0.64,0.64,0.64,0.0,0.0,19.75,3.82,7.64,0.0,2.55,0.0,5.73,0
"Filled with biting wit and sharp observation, 'Evelyn, After' tells the story of one woman's struggle to come to terms with her once picture-perfect life. Alternating before and after a tragic accident, this book poses complex questions which are not always easily answered. 
 As I read this compelling story, I found myself asking, ""What would I do if this happened to me?"" At first, I thought the answer was clear. But as Evelyn's journey reveals, we don't always do what's right. People can be selfish and self-centered. The world can sometimes be a gray place. 
 Evelyn is the perfect wife and mother, devoted to her distant husband and her busy teenage son. But she has hidden her real self away for years, trying to be everything to everyone. She tries to please everyone but doesn't even realize it. The author has a very keen eye for suburban life: 
 ""Her real purse was shoved under the passenger seat, stuffed full of receipts and Kleenex and hand sanitizer and Band-Aids and cough drops and an emergency flashlight and anything else that any person in the world might need from her while she was near. An eternal diaper bag for the eternal mother."" 
 Of course this is a thriller and not everything is at it seems on the surface. Evelyn flip-flops between acting on what she has witnessed and letting everything go back to way it was ""before."" 
 Evelyn had been so sure just a few minutes ago. Gary had to turn this woman in. He had to tell the truth. It was the only way to put this behind them and start over. Now she didn't know anything. 
 Even though Evelyn does not behave in the most admirable way in the beginning of this story, I felt strongly sympathetic towards her and I found myself saying ""Yes! YES!"" to her during the course of this very readable book. Yes, there is cheating in this story, so if that is a hard limit for you, look away! But that theme was an integral part of this book and vital to Evelyn's growth. 
 She'd spent her whole life doing the right thing. That could be someone else's job now. She was moving on. 
 I could not put this book down! The synopsis intrigued me. And I loved the complete metamorphosis that Evelyn experienced. This book was at times tragic, funny, sexy and sarcastic. The author's musings on marriage were sharp and unwavering 
 Jesus, how had she become this? Her life had been deep and rich and complex once. She'd lived with her single mother and her older sister, and they'd been strong, resilient, quick. She'd taken city buses and negotiated dangerous neighborhoods even as a child, and she'd imagined herself growing into an artist with wild, creative friends who had little money but so much heart. 
 This was real page-turner, a mature story with mature themes and situations. I loved it!! The conclusion surprised me and was perfectly satisfying. Highly recommend! 
 From now on, if something was important to her, she would demand it. Because the truth was that she belonged anywhere she wanted to be, and she was beautiful just for being brave.",8,5,1,530,26.82,59.14,25.71,55.47,12.93,17.17,90.0,73.96,58.49,16.79,9.25,2.64,0.19,0.19,5.66,0.38,7.55,13.96,6.04,0.94,12.08,10.75,4.72,9.25,1.32,17.36,9.25,2.83,4.34,2.26,0.75,1.32,14.72,1.89,12.83,3.58,0.57,1.7,3.21,1.32,3.4,0.0,5.09,3.58,1.32,1.7,0.75,0.57,0.0,0.0,0.38,0.0,15.09,4.15,0.38,0.19,0.19,0.75,2.26,10.19,1.51,0.19,6.79,0.57,0.19,0.0,0.0,0.19,2.08,0.0,0.19,1.32,0.38,0.19,1.32,0.38,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.51,0.19,0.19,0.0,0.75,0.0,0.0,0.38,0.57,5.85,9.62,0.75,1.32,6.6,1.32,0.0,0.38,4.34,7.92,3.96,0.19,0.57,0.0,0.57,0.0,0.0,18.49,6.23,4.91,0.38,1.32,3.02,2.64,0
"I've been on a thriller kick lately so this easy read fit the bill. 'When All the Girls Have Gone' is intelligent, fast-paced and very creative. Max and Charlotte are very real and relatable characters. Loved the author's smart and snappy writing style! The romance felt completely honest, down-to-earth and very ""true"". 
 Jayne Ann Krentz is a new author to me so I very much enjoyed getting to know her writing style. She has legions of fans and I can see why. I adored Max, who is a man of few words but knows how to get the job done. He has a very painful past so his lovely romance with Charlotte seems all the more sweeter. Charlotte is a no-nonsense heroine, who finds herself working in a retirement home after making some big life changes. 
 Charlotte's step-sister Jocelyn is traveling to a retreat. The two sisters are very close but Jocelyn has protected and sheltered Charlotte all of their lives. A mysterious package arrives at Jocelyn's home while she is away and Charlotte learns that Jocelyn's best friend Louise has died. Jocelyn is unreachable, since she is on a ""no technology"" retreat. 
 Enter Max Cutler, who was already involved in the matter after being hired by a cousin of Louise's. Is Louise's sudden death related to Jocelyn's disappearance? The details begin to unfold in this delicious thriller. There are lots of shady characters and plenty of secrets. This is a quick, super-intriguing and twisty story that you can read in one day. I absolutely loved Max Cutler, with his smart, strong, quiet ways. He is my kind of hero! The romance is a quiet one but it fits perfectly with this story. There is tons of action and I was on the edge of my seat the whole time I was reading this book. 
 Jayne Ann Krantz is a skilled writer and Max and Charlotte's story grabbed me from the very first page. There are lots of surprises in this one with some humor thrown in for good measure. Charlotte and Max are a little awkward, very lonely and absolutely perfect together! If you love a good mystery with a little romance and a smart and ""spunky"" heroine, then you'll love 'When All the Girls Have Gone.' There are several characters' POV's in this book which kept me on my toes. All in all, an enjoyable, solid thriller with just the right amount of romance and danger! 
 (ARC provided by the publisher in return for an honest review.)",12,4,1,419,62.36,55.71,28.78,97.88,13.97,20.05,85.2,69.69,54.18,9.55,6.92,3.1,0.0,0.72,2.15,0.24,2.63,16.95,8.35,1.19,11.46,8.59,6.21,7.64,0.24,15.75,8.83,6.92,3.58,2.15,0.95,0.48,9.79,1.67,7.64,2.15,1.19,0.48,0.95,1.43,1.43,0.0,9.79,8.11,1.43,3.58,2.86,0.48,0.0,0.0,0.24,0.0,10.5,4.3,0.0,0.0,0.0,1.19,1.43,6.68,0.72,0.48,2.63,1.19,0.24,0.0,0.0,0.24,2.86,0.0,0.48,2.39,0.0,0.0,1.67,0.24,0.24,0.0,0.0,0.0,0.0,0.24,0.48,0.0,0.0,0.72,0.0,0.24,0.0,0.0,0.72,0.48,4.77,8.83,0.24,2.15,5.01,0.24,0.48,0.72,3.82,4.77,7.64,0.24,0.48,0.0,0.48,0.0,0.0,17.66,5.97,3.34,0.24,0.95,3.82,3.34,0
